Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 37321,7634,13346,-5712,20498,37.1,18232,187,434,0.021172797,34728,-14230
ZCTA5 37322,3304,5984,-2680,8359,45.6,7764,0,200,0.023926307,16078,-7719
ZCTA5 37323,12005,84,11921,31127,42.9,28798,33,517,0.016609374,191,30936
ZCTA5 37324,2255,2118,137,5153,42.2,4490,46,476,0.092373375,6135,-982
ZCTA5 37325,730,11042,-10312,1693,45.6,1676,5,0,0,27729,-26036
ZCTA5 37326,245,2448,-2203,496,57.8,479,0,9,0.018145161,6899,-6403
ZCTA5 37327,4441,0,4441,11834,44.1,11278,0,67,0.005661653,0,11834
ZCTA5 37328,567,315,252,1285,44.7,1226,0,0,0,799,486
ZCTA5 37329,2561,1205,1356,6207,42.7,5937,19,2,0.000322217,3229,2978
ZCTA5 37330,2813,189,2624,6729,45.7,6234,20,152,0.022588795,502,6227
ZCTA5 37331,2807,729,2078,6901,46.3,6027,0,469,0.067961165,2101,4800
ZCTA5 37332,952,551,401,2241,41.6,2094,0,31,0.01383311,1719,522
ZCTA5 37333,231,2139,-1908,513,50.1,513,0,0,0,5496,-4983
ZCTA5 37334,9380,1132,8248,24144,40.8,20446,163,2150,0.089049039,4979,19165
ZCTA5 37335,1071,306,765,2617,48.3,2590,15,0,0,762,1855
ZCTA5 37336,1883,286,1597,5220,44.5,4806,9,214,0.040996169,719,4501
ZCTA5 37337,402,26,376,742,58.1,737,0,0,0,47,695
ZCTA5 37338,1077,73,1004,2941,45.7,2664,0,71,0.024141448,313,2628
ZCTA5 37339,540,1696,-1156,1682,34.8,1570,0,6,0.003567182,4758,-3076
ZCTA5 37340,207,198,9,514,54.8,496,18,0,0,512,2
ZCTA5 37341,5216,1548,3668,13116,44.4,10729,62,1343,0.102394023,4366,8750
ZCTA5 37342,1460,10320,-8860,3955,40,3770,12,5,0.001264223,28871,-24916
ZCTA5 37343,16815,20,16795,41540,43.8,35381,1507,2268,0.054597978,238,41302
ZCTA5 37345,969,1273,-304,2583,41.5,2332,7,97,0.037553233,3545,-962
ZCTA5 37347,3464,3222,242,8235,38,7179,12,420,0.051001821,8904,-669
ZCTA5 37348,312,2661,-2349,692,46.8,692,0,0,0,7247,-6555
ZCTA5 37350,770,3698,-2928,2070,49.2,1994,13,24,0.011594203,9459,-7389
ZCTA5 37351,150,387,-237,290,37.8,206,0,35,0.120689655,687,-397
ZCTA5 37352,1211,6470,-5259,3155,44,2884,147,94,0.029793978,16683,-13528
ZCTA5 37353,2033,984,1049,5034,48.8,4748,0,69,0.013706794,2532,2502
ZCTA5 37354,6959,554,6405,17363,42.4,16233,0,297,0.017105339,1499,15864
ZCTA5 37355,10981,4119,6862,28492,37.2,25757,288,1056,0.037063035,10951,17541
ZCTA5 37356,1040,848,192,2814,51.7,2659,71,22,0.007818053,2393,421
ZCTA5 37357,2011,32,1979,5619,34.5,4708,5,408,0.072610785,46,5573
ZCTA5 37359,436,1388,-952,1090,50.9,918,0,66,0.060550459,7060,-5970
ZCTA5 37360,714,370,344,1923,49.1,1673,2,7,0.003640146,1241,682
ZCTA5 37361,760,16,744,1708,56.8,1579,10,0,0,16,1692
ZCTA5 37362,1351,1423,-72,3447,43.1,3325,0,0,0,5473,-2026
ZCTA5 37363,14878,1038,13840,39400,42.5,33560,401,3313,0.084086294,2558,36842
ZCTA5 37365,536,6163,-5627,1835,38.2,1685,0,0,0,12168,-10333
ZCTA5 37366,425,12090,-11665,974,43.9,917,0,3,0.003080082,23031,-22057
ZCTA5 37367,3907,2807,1100,11868,42,10250,29,1115,0.093950118,6445,5423
ZCTA5 37369,178,9463,-9285,486,52.4,336,0,74,0.152263374,25065,-24579
ZCTA5 37370,2124,6589,-4465,5551,41.3,5259,147,47,0.008466943,16739,-11188
ZCTA5 37373,1119,6544,-5425,3168,48,3001,0,16,0.005050505,19630,-16462
ZCTA5 37374,666,16407,-15741,1781,39.9,1735,0,0,0,48322,-46541
ZCTA5 37375,1053,16713,-15660,3853,28.7,3451,69,102,0.026472878,43199,-39346
ZCTA5 37376,216,6572,-6356,361,48.3,347,0,0,0,17531,-17170
ZCTA5 37377,6159,10311,-4152,16300,44.1,15504,99,104,0.006380368,28363,-12063
ZCTA5 37379,10781,15749,-4968,27698,45.3,26967,12,255,0.009206441,39084,-11386
ZCTA5 37380,2444,13991,-11547,6266,40.5,5587,92,400,0.063836578,40468,-34202
ZCTA5 37381,3959,11443,-7484,9856,47.5,9611,0,65,0.006594968,26622,-16766
ZCTA5 37383,0,13867,-13867,315,21,276,4,11,0.034920635,43021,-42706
ZCTA5 37385,3070,9476,-6406,8599,43.3,7950,48,0,0,23361,-14762
ZCTA5 37387,1453,6068,-4615,3914,42.6,3537,0,0,0,14003,-10089
ZCTA5 37388,10692,9172,1520,26426,42,23651,334,1203,0.045523348,23838,2588
ZCTA5 37391,636,13446,-12810,1756,39.8,1645,0,0,0,37414,-35658
ZCTA5 37394,51,2316,-2265,99,70.4,81,0,14,0.141414141,6881,-6782
ZCTA5 37396,110,15013,-14903,252,68.3,252,0,0,0,46994,-46742
ZCTA5 37397,4004,15188,-11184,9895,45.2,9625,4,106,0.010712481,43348,-33453
ZCTA5 37398,6150,0,6150,15530,40.7,13657,61,870,0.056020605,0,15530
ZCTA5 37402,2421,0,2421,4293,36.5,1619,52,2408,0.560913114,0,4293
ZCTA5 37403,1801,7546,-5745,7452,20.7,5810,149,1172,0.157273215,21646,-14194
ZCTA5 37404,5123,14744,-9621,13152,35.2,6130,70,5589,0.42495438,43406,-30254
ZCTA5 37405,8857,10281,-1424,18788,35.1,15747,694,854,0.045454545,29058,-10270
ZCTA5 37406,5480,9423,-3943,13243,36.1,2592,57,9989,0.754285283,23329,-10086
ZCTA5 37407,3168,5411,-2243,10169,29.8,4735,0,3290,0.323532304,16752,-6583
ZCTA5 37408,1054,7886,-6832,2121,33.9,1393,26,597,0.281471004,22750,-20629
ZCTA5 37409,1535,0,1535,3399,36.9,2514,168,322,0.094733745,619,2780
ZCTA5 37410,1494,3892,-2398,3346,35.1,314,0,2723,0.813807531,10015,-6669
ZCTA5 37411,7682,780,6902,18379,39.3,7674,120,9292,0.505577017,1736,16643
ZCTA5 37412,9774,1462,8312,21937,41.1,17359,195,2653,0.120937229,3311,18626
ZCTA5 37415,10712,1086,9626,22706,38.1,19614,283,1726,0.07601515,2520,20186
ZCTA5 37416,6142,326,5816,14742,38.1,7221,299,6911,0.468796635,953,13789
ZCTA5 37419,2600,2348,252,6152,43.9,5301,255,351,0.057054616,6248,-96
ZCTA5 37421,21863,88,21775,53653,40.3,35461,2385,11794,0.219819954,211,53442
ZCTA5 37450,0,1206,-1206,0,-,0,0,0,#DIV/0!,2942,-2942
ZCTA5 37601,16115,1545,14570,36707,37.8,31776,705,2130,0.058027079,3623,33084
